"FA番号","都道府県名","CATFlag","ILLflag","CopyService","LoanService","FAXservice","ILLStatus","館名","住所"
"FA008979","42","A","A","A","A","N","A","活水女子大学 図書館","長崎県長崎市東山手町1-50"
"FA008990","42","A","A","A","A","N","A","長崎総合科学大学 附属図書館","長崎県長崎市網場町536"
"FA009009","43","A","A","N","N","N","N","東海大学 付属図書館 九州図書館 本館図書館","熊本県熊本市東区渡鹿9丁目1番1号"
"FA009020","43","A","A","N","A","N","N","東海大学 付属図書館 九州図書館 新1号館図書館","熊本市東区渡鹿9丁目1番1号"
"FA009031","43","A","A","A","A","A","A","崇城大学 図書館","熊本県熊本市西区池田4-22-1"
"FA009042","43","A","A","A","A","A","A","熊本学園大学 図書館","熊本県熊本市中央区大江2-5-1"
"FA009053","43","A","A","C","C","N","N","熊本学園大学 付属海外事情研究所","熊本県熊本市大江2丁目5番1号"
"FA009075","43","A","A","A","N","N","N","尚絅大学 図書館 分館","熊本県菊池郡菊陽町武蔵ヶ丘北2丁目8-1"
"FA009086","44","A","A","A","A","N","N","日本文理大学 図書館","大分県大分市一木1727"
"FA009097","44","A","A","A","A","N","A","別府大学 附属図書館","大分県別府市大字北石垣82"
"FA009100","45","A","A","A","A","N","A","南九州大学 都城図書館","宮崎県都城市立野町3764番地1"
"FA009111","46","A","A","A","A","N","A","鹿児島国際大学 附属図書館","鹿児島県鹿児島市坂之上8-34-1"
"FA009122","46","A","A","A","A","N","A","志學館大学 図書館","鹿児島県鹿児島市紫原1-59-1"
"FA009133","46","N","N","A","N","N","N","第一工業大学 附属図書館","鹿児島県霧島市国分中央1丁目10番2号"
"FA009144","47","A","A","A","A","N","A","沖縄大学 図書館","沖縄県那覇市字国場555"
"FA009155","47","A","A","A","A","N","A","沖縄国際大学 図書館","沖縄県宜野湾市宜野湾二丁目6番1号"
"FA009166","12","A","A","A","A","N","N","放送大学 附属図書館","千葉市美浜区若葉2-11"
"FA009177","08","A","A","A","A","N","N","大学共同利用機関法人 高エネルギー加速器研究機構","茨城県つくば市大穂1番地1"
"FA009188","13","A","A","N","N","N","N","人間文化研究機構 国文学研究資料館","東京都立川市緑町10-3"
"FA009199","13","A","A","N","N","N","A","情報・システム研究機構 国立極地研究所 情報図書室","東京都立川市緑町10-3"
"FA009202","14","A","A","A","A","N","N","宇宙航空研究開発機構 宇宙科学研究所 図書室","神奈川県相模原市中央区由野台3-1-1"
"FA009213","22","A","A","N","N","N","N","国立遺伝学研究所 図書室","静岡県三島市谷田1111"
"FA009224","27","A","A","N","N","N","N","国立民族学博物館 情報管理施設","大阪府吹田市千里万博公園10-1"
"FA009235","12","A","A","N","N","N","A","国立歴史民俗博物館 図書室","千葉県佐倉市城内町117番地"
"FA009246","23","A","A","A","A","A","A","自然科学研究機構 岡崎情報図書館","愛知県岡崎市明大寺町字西郷中38番地"
"FA009268","13","A","A","A","A","N","A","独立行政法人 大学入試センター 図書室","東京都目黒区駒場2-19-23"
"FA009315","01","A","N","N","N","N","N","独立行政法人 土木研究所 寒地土木研究所","北海道札幌市豊平区平岸1条3丁目"
"FA009326","14","A","A","A","A","N","N","防衛省防衛大学校 総合情報図書館","横須賀市走水1-10-20"
"FA009337","11","A","A","A","A","N","N","防衛省防衛医科大学校 図書館","埼玉県所沢市並木3丁目2番地"
"FA009348","13","N","N","N","N","N","N","航空自衛隊航空医学実験隊 図書室","東京都立川市栄町1-2-10"
"FA009359","13","A","A","A","A","N","N","宇宙航空研究開発機構 本社図書館","東京都調布市深大寺東町7-44-1"
"FA009370","08","A","A","A","N","N","A","国立研究開発法人 物質・材料研究機構","茨城県つくば市千現1丁目2-1"
"FA009381","12","A","A","N","N","N","A","量子科学技術研究開発機構","千葉県千葉市稲毛区穴川4-9-1"
"FA009392","13","N","N","N","N","N","N","日本学術会議図書館","東京都港区六本木7-22-34"
"FA009406","13","A","N","N","N","N","N","国立国会図書館支部 法務図書館","東京都千代田区霞が関1-1-1"
"FA009428","34","N","N","N","N","N","N","独立行政法人 酒類総合研究所 図書室","広島県東広島市鏡山3-7-1"
"FA009439","14","N","N","N","N","N","N","独立行政法人 国立印刷局 研究管理部 情報管理グループ","神奈川県小田原市酒匂6-4-20"
"FA009461","14","A","A","N","N","N","N","独立行政法人 国立特別支援教育総合研究所","神奈川県横須賀市野比5丁目1番1号"
"FA009483","03","A","A","N","N","N","N","国立天文台 水沢VLBI観測所","岩手県奥州市水沢星ガ丘町2-12"
"FA009494","13","A","A","A","A","N","N","統計数理研究所 図書室","東京都立川市緑町10-3"
"FA009508","11","A","A","A","A","A","A","国立女性教育会館 女性教育情報センター","埼玉県比企郡嵐山町菅谷728番地"
"FA009519","13","A","A","N","N","N","N","独立行政法人 国立文化財機構 東京文化財研究所","東京都台東区上野公園13-43"
"FA009530","29","A","A","A","A","A","N","奈良文化財研究所","奈良県奈良市二条町2-9-1"
"FA009541","13","A","A","N","N","N","N","国立教育政策研究所 教育図書館","東京都千代田区霞が関3-2-2"
"FA009563","08","A","A","N","N","N","N","国立科学博物館","茨城県つくば市天久保4-1-1"
"FA009596","11","A","A","A","A","C","A","国立保健医療科学院","埼玉県和光市南2-3-6"
"FA009610","13","A","A","A","A","N","A","国立研究開発法人 国立精神・神経医療研究センター 図書館","東京都小平市小川東町4-1-1"
"FA009621","13","A","A","A","A","N","A","厚生労働省 国立感染症研究所","東京都新宿区戸山1-23-1"
"FA009632","13","A","A","A","A","N","A","厚生労働省 国立感染症研究所 村山庁舎","東京都武蔵村山市学園4-7-1"
"FA009643","08","A","N","N","N","N","N","独立行政法人 医薬基盤研究所 霊長類医科学研究センター","茨城県つくば市八幡台1"
"FA009654","13","A","A","N","N","N","A","国立 がん研究センター 図書館","東京都中央区築地5-1-1"
"FA009665","14","A","N","A","N","N","N","厚生労働省 国立医薬品食品衛生研究所 安全情報部図書係","神奈川県川崎市川崎区殿町3-25-26"
"FA009687","08","A","A","A","A","N","N","農林水産省 農林水産研究情報総合センター","茨城県つくば市観音台2-1-9"
"FA009698","08","A","A","N","N","N","N","農業・食品産業技術総合研究機構 中央図書館","茨城県つくば市観音台3-1-1"
"FA009701","08","A","A","N","N","N","N","農業・食品産業技術総合研究機構 農業環境変動研究センター 図書室","茨城県つくば市観音台 3-1-3"
"FA009712","08","A","A","N","N","N","N","農業・食品産業技術総合研究機構 畜産研究部門 図書室","茨城県つくば市池の台2"
"FA009723","09","A","A","N","N","N","N","農業・食品産業技術総合研究機構 畜産研究部門 畜産飼料作研究拠点","栃木県那須塩原市千本松768"
"FA009734","20","A","A","N","N","N","N","農業・食品産業技術総合研究機構 畜産研究部門 山地放牧研究拠点","長野県北佐久郡御代田町大字塩野375-716"
"FA009745","08","A","A","N","N","N","N","農業・食品産業技術総合研究機構 果樹茶業研究部門 図書室","茨城県つくば市藤本2-1"
"FA009756","03","A","A","N","N","N","N","農業・食品産業技術総合研究機構 果樹茶業研究部門 盛岡研究拠点","岩手県盛岡市下厨川字鍋屋敷92-24"
"FA009767","22","A","A","N","N","N","N","農業・食品産業技術総合研究機構 果樹茶業研究部門 興津研究拠点","静岡県静岡市清水区興津中町485-6"
"FA009803","24","A","A","N","N","N","N","農業・食品産業技術総合研究機構 野菜花き研究部門 安濃野菜研究拠点図書室","三重県津市安濃町草生360"
"FA009847","22","A","A","N","N","N","N","農業・食品産業技術総合研究機構 果樹茶業研究部門 金谷茶業研究拠点図書室","静岡県島田市金谷猪土居2769"
"FA009869","08","A","A","N","N","N","N","農業・食品産業技術総合研究機構 農村工学研究部門 図書室","茨城県つくば市観音台2-1-6"
"FA009880","01","A","A","N","N","N","N","農業・食品産業技術総合研究機構 北海道農業研究センター 図書室","北海道札幌市豊平区羊ケ丘1番地"
"FA009905","01","A","A","N","N","N","N","農業・食品産業技術総合研究機構 北海道農業研究センター 芽室研究拠点","北海道河西郡芽室町新生南9線4-3"
"FA009916","03","A","A","N","N","N","N","農業・食品産業技術総合研究機構 東北農業研究センター 図書室","岩手県盛岡市下厨川字赤平4"
"FA009949","15","A","A","N","N","N","N","農業・食品産業技術総合研究機構 中央農業研究センター 北陸研究拠点図書室","新潟県上越市稲田1-2-1"
"FA009960","34","A","A","N","N","N","N","農業・食品産業技術総合研究機構 西日本農業研究センター 図書室","広島県福山市西深津町6丁目12番1号"
"FA009993","37","A","A","N","N","N","N","農業・食品産業技術総合研究機構 西日本農業研究センター 四国研究拠点図書室","香川県善通寺市仙遊町1丁目3番1号"
"FA010008","43","A","A","N","N","N","N","農業・食品産業技術総合研究機構 九州沖縄農業研究センター 図書室","熊本県合志市須屋2421"
"FA010041","13","A","A","N","N","N","N","農林水産省 農林水産政策研究所","東京都千代田区霞が関3-1-1 中央合同庁舎第4号館"
"FA010085","08","A","A","N","N","N","N","農業・食品産業技術総合研究機構 生物機能利用研究部門 図書室","茨城県つくば市大わし1-2"
"FA010096","08","A","A","N","N","N","N","農業・食品産業技術総合研究機構 動物衛生研究部門 図書室","茨城県つくば市観音台3-1-5"
"FA010165","08","A","A","N","N","N","N","農業・食品産業技術総合研究機構 食品研究部門 図書室","茨城県つくば市観音台2-1-12"
"FA010187","08","A","A","A","A","N","A","国立研究開発法人 森林研究・整備機構 森林総合研究所","茨城県つくば市松の里1"
"FA010198","01","A","A","C","C","N","A","国立研究開発法人 森林研究・整備機構 森林総合研究所 北海道支所","札幌市豊平区羊ヶ丘7"
"FA010201","03","A","A","C","C","N","A","国立研究開発法人 森林研究・整備機構 森林総合研究所 東北支所","岩手県盛岡市下厨川字鍋屋敷92-25"
"FA010212","26","A","A","C","C","N","A","国立研究開発法人 森林研究・整備機構 森林総合研究所 関西支所","京都府京都市伏見区桃山町永井久太郎68番地"
"FA010223","39","A","A","C","C","N","A","国立研究開発法人 森林研究・整備機構 森林総合研究所 四国支所","高知県高知市朝倉西町2丁目915"
"FA010234","43","A","A","C","C","N","A","国立研究開発法人 森林研究・整備機構 森林総合研究所 九州支所","熊本県熊本市中央区黒髪4-11-16"
"FA010245","01","A","A","A","A","N","A","国立研究開発法人 水産研究・教育機構 北海道区水産研究所 釧路庁舎","北海道釧路市桂恋116"
"FA010256","04","A","A","A","A","N","A","国立研究開発法人 水産研究・教育機構 東北区水産研究所","宮城県塩釜市新浜町3-27-5"
"FA010267","14","A","A","A","A","N","N","国立研究開発法人 水産研究・教育機構 中央水産研究所","神奈川県横浜市金沢区福浦2丁目12番地4"
"FA010278","34","A","A","A","A","N","A","国立研究開発法人 水産研究・教育機構 瀬戸内海区水産研究所","広島県廿日市市丸石2-17-5"
"FA010303","42","A","A","N","N","N","N","国立研究開発法人 水産研究・教育機構 西海区水産研究所","長崎県長崎市多以良町1551-8"
"FA010314","15","A","A","A","A","N","A","国立研究開発法人 水産研究・教育機構 日本海区水産研究所","新潟県新潟市中央区水道町1丁目5939-22"
"FA010336","24","A","A","A","A","N","A","国立研究開発法人 水産研究・教育機構 増養殖研究所(玉城)","三重県度会郡玉城町昼田224-1"
"FA010347","24","A","A","A","A","N","A","国立研究開発法人 水産研究・教育機構 増養殖研究所","三重県度会郡南伊勢町中津浜浦422-1"
"FA010358","08","A","A","A","A","N","A","国立研究開発法人 水産研究・教育機構 水産工学研究所","茨城県神栖市波崎7620-7"
"FA010369","35","A","A","A","A","N","A","国立研究開発法人 水産研究・教育機構 水産大学校","山口県下関市永田本町2-7-1"
"FA010380","08","A","A","N","N","N","N","農業・食品産業技術総合研究機構 次世代作物開発研究センター 図書室","茨城県つくば市観音台2-1-2"
"FA010391","08","A","A","A","A","N","A","国立研究開発法人 国際農林水産業研究センター","茨城県つくば市大わし1-1"
"FA010405","11","A","A","N","N","N","N","農業・食品産業技術総合研究機構 農業技術革新工学研究センター 図書室","埼玉県さいたま市北区日進町1-40-2"
"FA010416","08","A","A","A","N","N","A","国立研究開発法人 産業技術総合研究所 つくば第七 図書室","茨城県つくば市東1-1-1 中央第7"
"FA010438","08","A","N","N","N","N","N","国立研究開発法人 産業技術総合研究所 つくば東 図書室","茨城県つくば市並木1-2-1 つくば東"
"FA010449","27","A","A","A","N","N","N","国立研究開発法人 産業技術総合研究所 関西センター 図書室","大阪府池田市緑丘1-8-31"
